CGD,ORF_ID,KEGG,Gene_Name,UNIPROT,Descripción1,Descripción2
C1_04590W_A,orf19.6852.1,CAALFM_C104590WA,orf19.6852.1,A0A1D8PDB6,,Uncharacterized protein
C1_04600C_A,orf19.6853,CAALFM_C104600CA,orf19.6853,A0A1D8PDC7, Protein of unknown function,Uncharacterized protein
C1_04620W_A,orf19.6855,CAALFM_C104620WA,orf19.6855,A0A1D8PDC2, Protein of unknown function,Uncharacterized protein
C4_05200C_A,orf19.6859,CAALFM_C405200CA,orf19.6859,A0A1D8PMA7,,Uncharacterized protein
C6_01950C_A,orf19.686,CAALFM_C601950CA,orf19.686,A0A1D8PPS7,,Uncharacterized protein
C4_05210W_A,orf19.6860,CAALFM_C405210WA,orf19.6860,Q59RA2, Protein of unknown function,CDP-diacylglycerol--inositol 3-phosphatidyltransferase (EC 2.7.8.11)
C4_05220C_A,orf19.6861,CAALFM_C405220CA,orf19.6861,A0A1D8PM98,,Anaphase promoting complex subunit 5
C4_05230C_A,orf19.6862,CAALFM_C405230CA,orf19.6862,-, Hap43-induced gene,Pre-rRNA-processing protein RIX1
C4_05250W_A,orf19.6864,CAALFM_C405250WA,orf19.6864,Q59R98,,U-box domain-containing protein
C2_05540C_A,orf19.6866,CAALFM_C205540CA,orf19.6866,A0A1D8PHF1, Putative U1-70K component of the U1 snRNP, involved in splicing,U1 snRNP complex subunit
C2_05550W_A,orf19.6867,CAALFM_C205550WA,orf19.6867,A0A1D8PHE5, Protein with a predicted cytochrome b5-like heme/steroid binding domain,Cytochrome b5 heme-binding domain-containing protein
C2_05560W_A,orf19.6868,CAALFM_C205560WA,orf19.6868,Q59T49, Putative NADPH-dependent methylglyoxal reductase,Epimerase domain-containing protein
C2_05570C_A,orf19.6869,CAALFM_C205570CA,orf19.6869,Q59T48, Putative lipid raft associated protein,PKS_ER domain-containing protein
C6_01960W_A,orf19.687,CAALFM_C601960WA,orf19.687,Q59W37,,Uncharacterized protein
C2_05580W_A,orf19.6871,CAALFM_C205580WA,orf19.6871,Q59T47, Protein of unknown function,Uncharacterized protein
C2_05590C_A,orf19.6872,CAALFM_C205590CA,orf19.6872,Q59T45, Putative protein of unknown function,Putative amidotransferase
C2_05640W_A,orf19.6874,CAALFM_C205640WA,orf19.6874,Q59T43,,Uncharacterized protein
C2_05670C_A,orf19.6879,CAALFM_C205670CA,orf19.6879,Q59T38,,tRNA-splicing endonuclease subunit Sen34 (EC 4.6.1.16)
C6_01980C_A,orf19.688,CAALFM_C601980CA,orf19.688,A0A1D8PPR6, Mitochondrial ribosomal protein of the small subunit,Mitochondrial 37S ribosomal protein YmS18
C2_05710C_A,orf19.6882.1,CAALFM_C205710CA,orf19.6882.1,A0A1D8PHH4, Ribosomal 60S subunit protein,Ribosomal 60S subunit protein L33A
C2_05720C_A,orf19.6883,CAALFM_C205720CA,orf19.6883,A0A1D8PHG1, Putative oxysterol binding protein family,Oxysterol-binding protein
C2_05750W_A,orf19.6886,CAALFM_C205750WA,orf19.6886,A0A1D8PHI7, Protein of unknown function,Ribosome biogenesis protein NOP53
C2_05760C_A,orf19.6887,CAALFM_C205760CA,orf19.6887,Q59T30, Predicted ORF from Assembly 19,Uncharacterized protein
C2_05770W_A,orf19.6888,CAALFM_C205770WA,orf19.6888,A0A1D8PHG0,,Zn(2)-C6 fungal-type domain-containing protein
C2_05800C_A,orf19.6893,CAALFM_C205800CA,orf19.6893,A0A1D8PHG9, Protein of unknown function,GRIP domain-containing protein
C7_01100C_A,orf19.6896,CAALFM_C701100CA,orf19.6896,A0A1D8PQR9,,Uncharacterized protein
C7_01130C_A,orf19.6897,CAALFM_C701130CA,orf19.6897,A0A1D8PQS8,,Uncharacterized protein
C7_01150W_A,orf19.6898,CAALFM_C701150WA,orf19.6898,A0A1D8PQS1,,LigB domain-containing protein
C7_01160C_A,orf19.6898.1,CAALFM_C701160CA,orf19.6898.1,A0A1D8PQU3, Protein of unknown function,L51_S25_CI-B8 domain-containing protein
C7_01170C_A,orf19.6899,CAALFM_C701170CA,orf19.6899,A0A1D8PQS5,,Uncharacterized protein
C1_12470W_A,orf19.69,CAALFM_C112470WA,orf19.69,A0A1D8PFE7,,#N/D
C1_12460C_A,orf19.69.2,CAALFM_C112460CA,orf19.69.2,-,,#N/D
C7_01180W_A,orf19.6900,CAALFM_C701180WA,orf19.6900,-,,Mitochondrial distribution and morphology protein 12 (Mitochondrial inheritance component MDM12)
C7_01190W_A,orf19.6901,CAALFM_C701190WA,orf19.6901,A0A1D8PQS6, Protein of unknown function,5'-(N(7)-methyl 5'-triphosphoguanosine)-(mRNA) diphosphatase
C7_01210C_A,orf19.6903,CAALFM_C701210CA,orf19.6903,A0A1D8PQS2, Predicted RNA polymerase III subunit C37,DNA-directed RNA polymerase III subunit
C7_01230C_A,orf19.6905,CAALFM_C701230CA,orf19.6905,A0A1D8PQT1, Protein of unknown function,Uncharacterized protein
C7_01270C_A,orf19.6907,CAALFM_C701270CA,orf19.6907,-,,DNA damage-binding protein CMR1
C7_01280C_A,orf19.6908,CAALFM_C701280CA,orf19.6908,A0A1D8PQV5,,Dihydrofolate synthetase (EC 6.3.2.12)
C7_01290W_A,orf19.6909,CAALFM_C701290WA,orf19.6909,-,,Mediator of RNA polymerase II transcription subunit 11 (Mediator complex subunit 11)
C7_01310C_A,orf19.6911,CAALFM_C701310CA,orf19.6911,-,,#N/D
C7_01320W_A,orf19.6912,CAALFM_C701320WA,orf19.6912,A0A1D8PQT6, Putative ethanolamine kinase,Uncharacterized protein
C7_01350C_A,orf19.6916,CAALFM_C701350CA,orf19.6916,A0A1D8PQT7, Protein of unknown function,Uncharacterized protein
C7_01360C_A,orf19.6917,CAALFM_C701360CA,orf19.6917,A0A1D8PQU2, Putative heat shock protein with a zinc finger motif,DNL-type domain-containing protein
C7_01380W_A,orf19.6919,CAALFM_C701380WA,orf19.6919,A0A1D8PQU1,,Uncharacterized protein
C6_02020C_A,orf19.692,CAALFM_C602020CA,orf19.692,A0A1D8PPS0,,Uncharacterized protein
C7_01390W_A,orf19.6920,CAALFM_C701390WA,orf19.6920,A0A1D8PQW2,,Uncharacterized protein
C7_01400C_A,orf19.6921,CAALFM_C701400CA,orf19.6921,A0A1D8PQT8,,Uncharacterized protein
C3_03970W_A,orf19.6922,CAALFM_C303970WA,orf19.6922,-,,#N/D
C3_03930W_A,orf19.6923,CAALFM_C303930WA,orf19.6923,Q59SU6,,TAFII28 domain-containing protein
C3_03920W_A,orf19.6923.1,CAALFM_C303920WA,orf19.6923.1,A0A1D8PJT6, Protein of unknown function,Uncharacterized protein
C3_03860W_A,orf19.6929,CAALFM_C303860WA,orf19.6929,Q59SU0,,Mg-dependent acid phosphatase
CR_06580W_A,orf19.693,CAALFM_CR06580WA,orf19.693,-,,Uncharacterized protein
C3_03840C_A,orf19.6931,CAALFM_C303840CA,orf19.6931,-, Putative cleavage factor I subunit,mRNA cleavage and polyadenylation factor CLP1
C3_03830W_A,orf19.6933,CAALFM_C303830WA,orf19.6933,-, Protein of unknown function,Serine/threonine-protein phosphatase 2A activator 2 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase PTPA-2) (PPIase PTPA-2) (Rotamase PTPA-2) (Phosphotyrosyl phosphatase activator 2)
C3_03820C_A,orf19.6934,CAALFM_C303820CA,orf19.6934,A0A1D8PJS8,,Uncharacterized protein
C3_03770C_A,orf19.6939,CAALFM_C303770CA,orf19.6939,Q59SS9,,Uncharacterized protein
C3_03780W_A,orf19.6940,CAALFM_C303780WA,orf19.6940,Q59ST0,,Uncharacterized protein
C3_03760W_A,orf19.6941,CAALFM_C303760WA,orf19.6941,Q59SS8,,Diacylglycerol O-acyltransferase
C3_03740W_A,orf19.6943,CAALFM_C303740WA,orf19.6943,Q59SS6,,Uncharacterized protein
C3_03700C_A,orf19.6949,CAALFM_C303700CA,orf19.6949,-,,#N/D
C3_03690W_A,orf19.6950,CAALFM_C303690WA,orf19.6950,A0A1D8PJT9,,Uncharacterized protein
C3_03680W_A,orf19.6951,CAALFM_C303680WA,orf19.6951,A0A1D8PJQ9, Protein of unknown function,Sphinganine-1-phosphate aldolase
C3_03670W_A,orf19.6952,CAALFM_C303670WA,orf19.6952,A0A1D8PJR4,,Uncharacterized protein
C3_03620C_A,orf19.6957,CAALFM_C303620CA,orf19.6957,A0A1D8PJV7,,Uncharacterized protein
C3_05300C_A,orf19.6966,CAALFM_C305300CA,orf19.6966,A0A1D8PK80, Protein of unknown function,Bifunctional choline kinase/ethanolamine kinase
C3_05320W_A,orf19.6968,CAALFM_C305320WA,orf19.6968,A0A1D8PK90,,Uncharacterized protein
CR_06620W_A,orf19.697,CAALFM_CR06620WA,orf19.697,-, Protein of unknown function,Uncharacterized protein
C3_05330C_A,orf19.6970,CAALFM_C305330CA,orf19.6970,A0A1D8PK67,,Uncharacterized protein
C3_05360C_A,orf19.6973,CAALFM_C305360CA,orf19.6973,-,,Lon protease homolog 2, peroxisomal (EC 3.4.21.53)
C3_05380W_A,orf19.6976,CAALFM_C305380WA,orf19.6976,A0A1D8PK68,,Uncharacterized protein
C3_05400C_A,orf19.6978,CAALFM_C305400CA,orf19.6978,A0A1D8PK86,,Uncharacterized protein
C3_05410W_A,orf19.6979,CAALFM_C305410WA,orf19.6979,A0A1D8PK91, Protein of unknown function,Uncharacterized protein
CR_06640C_A,orf19.698,CAALFM_CR06640CA,orf19.698,-,,Uncharacterized protein
C3_05420W_A,orf19.6980,CAALFM_C305420WA,orf19.6980,A0A1D8PK98,,Putative serine/threonine protein kinase
C3_05430W_A,orf19.6981,CAALFM_C305430WA,orf19.6981,A0A1D8PK78,,Uncharacterized protein
C3_05440C_A,orf19.6982,CAALFM_C305440CA,orf19.6982,-,,Altered inheritance of mitochondria protein 23, mitochondrial
C3_05450C_A,orf19.6983,CAALFM_C305450CA,orf19.6983,A0A1D8PK82,,Uncharacterized protein
C3_05460W_A,orf19.6984,CAALFM_C305460WA,orf19.6984,A0A1D8PKB2,,Aa_trans domain-containing protein
C3_05510W_A,orf19.6986,CAALFM_C305510WA,orf19.6986,A0A1D8PK81,,Rab-GAP TBC domain-containing protein
C3_05540C_A,orf19.6989,CAALFM_C305540CA,orf19.6989,A0A1D8PKA1,,RRM domain-containing protein
CR_06650C_A,orf19.699,CAALFM_CR06650CA,orf19.699,-,,#N/D
C3_05550C_A,orf19.6990,CAALFM_C305550CA,orf19.6990,A0A1D8PKA6,,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)
C3_05640W_A,orf19.6999,CAALFM_C305640WA,orf19.6999,A0A1D8PKA2,,TauD domain-containing protein
C3_05660C_A,orf19.7002,CAALFM_C305660CA,orf19.7002,A0A1D8PK95,,Uncharacterized protein
C7_01070C_A,orf19.7006,CAALFM_C701070CA,orf19.7006,A0A1D8PQS3,,Uncharacterized protein
C7_01060W_A,orf19.7007,CAALFM_C701060WA,orf19.7007,A0A1D8PQR3,,Uncharacterized protein
C7_01050W_A,orf19.7009,CAALFM_C701050WA,orf19.7009,A0A1D8PQR8,,Epimerase domain-containing protein
C7_01040C_A,orf19.7010,CAALFM_C701040CA,orf19.7010,A0A1D8PQR6,,Uncharacterized protein
C7_01030C_A,orf19.7011,CAALFM_C701030CA,orf19.7011,A0A1D8PQQ7, Protein of unknown function,mRNA-binding protein
C7_01020C_A,orf19.7012,CAALFM_C701020CA,orf19.7012,A0A1D8PQR2, Protein of unknown function,Mitochondrial 37S ribosomal protein MRPS16
C7_01010W_A,orf19.7013,CAALFM_C701010WA,orf19.7013,A0A1D8PQS7,,Uncharacterized protein
C7_01000C_A,orf19.7014,CAALFM_C701000CA,orf19.7014,A0A1D8PQR4,,Uncharacterized protein
CR_06680C_A,orf19.702,CAALFM_CR06680CA,orf19.702,-,,C2H2-type domain-containing protein
C7_00940W_A,orf19.7020,CAALFM_C700940WA,orf19.7020,-, Protein similar to S. cerevisiae Kex1p, which is a pheromone-processing peptidase,Pheromone-processing carboxypeptidase KEX1 (EC 3.4.16.6) (Carboxypeptidase D)
C7_00920C_A,orf19.7022,CAALFM_C700920CA,orf19.7022,A0A1D8PQP9, Protein of unknown function,Uncharacterized protein
C7_00910C_A,orf19.7023,CAALFM_C700910CA,orf19.7023,A0A1D8PQR7,,PWWP domain-containing protein
C7_00900W_A,orf19.7024,CAALFM_C700900WA,orf19.7024,-,,#N/D
C7_00880C_A,orf19.7027,CAALFM_C700880CA,orf19.7027,A0A1D8PQQ2,,PSP1 C-terminal domain-containing protein
C7_00870W_A,orf19.7029,CAALFM_C700870WA,orf19.7029,A0A1D8PQQ8,,Guanine deaminase
CR_06690C_A,orf19.703,CAALFM_CR06690CA,orf19.703,-,,2',3'-cyclic-nucleotide 3'-phosphodiesterase (CPDase) (EC 3.1.4.37)
C7_00850W_A,orf19.7032,CAALFM_C700850WA,orf19.7032,A0A1D8PQP0,,Uncharacterized protein
C7_00840C_A,orf19.7033,CAALFM_C700840CA,orf19.7033,A0A1D8PQQ6,,Tyrosine/serine/threonine protein phosphatase
C7_00830C_A,orf19.7034,CAALFM_C700830CA,orf19.7034,A0A1D8PQN6, Putative eIF4E-associated protein,Uncharacterized protein
C7_00810W_A,orf19.7036,CAALFM_C700810WA,orf19.7036,A0A1D8PQP1,,Uncharacterized protein
C7_00790W_A,orf19.7038,CAALFM_C700790WA,orf19.7038,-, Protein of unknown function,Sorting nexin MVP1
C7_00780W_A,orf19.7041,CAALFM_C700780WA,orf19.7041,A0A1D8PQP8, Putative pre-tRNA processing protein,RNA-processing protein
C7_00770W_A,orf19.7042,CAALFM_C700770WA,orf19.7042,A0A1D8PQQ4,,Uncharacterized protein
C7_00760C_A,orf19.7043,CAALFM_C700760CA,orf19.7043,A0A1D8PQN5,,Uncharacterized membrane protein
C7_00680W_A,orf19.7051,CAALFM_C700680WA,orf19.7051,A0A1D8PQN9,,Uncharacterized protein
C7_00670C_A,orf19.7052,CAALFM_C700670CA,orf19.7052,A0A1D8PQN8, Putative polyphosphatidylinositol phosphatase,Phosphatidylinositol-3-/phosphoinositide 5-phosphatase
C7_00650W_A,orf19.7054,CAALFM_C700650WA,orf19.7054,-,,#N/D
C7_00640C_A,orf19.7055,CAALFM_C700640CA,orf19.7055,-,,#N/D
C7_00630C_A,orf19.7056,CAALFM_C700630CA,orf19.7056,A0A1D8PQM7,,AA_permease domain-containing protein
C7_00610C_A,orf19.7058,CAALFM_C700610CA,orf19.7058,A0A1D8PQM8,,DUF155 domain-containing protein
C7_00600C_A,orf19.7059,CAALFM_C700600CA,orf19.7059,A0A1D8PQL9, Protein of unknown function,mRNA-processing endoribonuclease
C7_00590W_A,orf19.7060,CAALFM_C700590WA,orf19.7060,A0A1D8PQM0,,Uncharacterized protein
C7_00580C_A,orf19.7061,CAALFM_C700580CA,orf19.7061,A0A1D8PQM3, Protein of unknown function,PRK domain-containing protein
C7_00520W_A,orf19.7067,CAALFM_C700520WA,orf19.7067,A0A1D8PQM5, Protein of unknown function,Uncharacterized protein
C7_00490C_A,orf19.7069,CAALFM_C700490CA,orf19.7069,A0A1D8PQL1, Putative AdoMet-dependent proline methyltransferase,N-terminal protein methyltransferase
C7_00500W_A,orf19.7070,CAALFM_C700500WA,orf19.7070,A0A1D8PQL2,,Uncharacterized protein
C7_00460W_A,orf19.7073,CAALFM_C700460WA,orf19.7073,A0A1D8PQL6,,Uncharacterized protein
C7_00450C_A,orf19.7074,CAALFM_C700450CA,orf19.7074,A0A1D8PQK3,,SGF29 C-terminal domain-containing protein
C7_00430W_A,orf19.7077,CAALFM_C700430WA,orf19.7077,A0A1D8PQM2,,Putative ferric-chelate reductase
C7_00420C_A,orf19.7078,CAALFM_C700420CA,orf19.7078,A0A1D8PQL7,,Uncharacterized protein
C7_00410C_A,orf19.7079,CAALFM_C700410CA,orf19.7079,A0A1D8PQK0,,DH domain-containing protein
CR_06740W_A,orf19.708,CAALFM_CR06740WA,orf19.708,-,,Spindle pole body component
C7_00380W_A,orf19.7082,CAALFM_C700380WA,orf19.7082,A0A1D8PQK1,,Uncharacterized protein
C7_00350C_A,orf19.7085,CAALFM_C700350CA,orf19.7085,A0A1D8PQJ8, Protein of unknown function,Uncharacterized protein
C7_00340C_A,orf19.7086,CAALFM_C700340CA,orf19.7086,A0A1D8PQJ7, Protein of unknown function,Importin N-terminal domain-containing protein
C7_00330C_A,orf19.7088,CAALFM_C700330CA,orf19.7088,A0A1D8PQL4, Protein of unknown function,Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase)
C7_00310C_A,orf19.7091,CAALFM_C700310CA,orf19.7091,A0A1D8PQJ0,,Uncharacterized protein
C7_00300W_A,orf19.7092,CAALFM_C700300WA,orf19.7092,A0A1D8PQJ9, Putative NAD dependent epimerase/dehydratase family protein,Ubiquinone biosynthesis protein
C7_00270W_A,orf19.7095,CAALFM_C700270WA,orf19.7095,-,,Fluoride export protein 1
C7_00260C_A,orf19.7096,CAALFM_C700260CA,orf19.7096,A0A1D8PQJ3,,FAS1 domain-containing protein
C7_00250C_A,orf19.7097,CAALFM_C700250CA,orf19.7097,A0A1D8PQJ1, Putative cytoplasmic RNA-binding protein,RRM domain-containing protein
C7_00240W_A,orf19.7098,CAALFM_C700240WA,orf19.7098,A0A1D8PQI8, Putative protein of unknown function,Uncharacterized protein
C1_03690W_A,orf19.71,CAALFM_C103690WA,orf19.71,A0A1D8PD30, Protein of unknown function,GRASP55_65 domain-containing protein
C7_00230W_A,orf19.7100,CAALFM_C700230WA,orf19.7100,-,,#N/D
C7_00210C_A,orf19.7101,CAALFM_C700210CA,orf19.7101,A0A1D8PQI3,,Telomere_reg-2 domain-containing protein
C7_00220W_A,orf19.7102,CAALFM_C700220WA,orf19.7102,A0A1D8PQI5,,Uncharacterized protein
C7_00200W_A,orf19.7103,CAALFM_C700200WA,orf19.7103,A0A1D8PQJ2,,Uncharacterized protein
C7_00190W_A,orf19.7104,CAALFM_C700190WA,orf19.7104,A0A1D8PQI2,,Uncharacterized protein
C7_00160C_A,orf19.7107,CAALFM_C700160CA,orf19.7107,-,,Ribosome biogenesis protein ALB1
C7_00150W_A,orf19.7108,CAALFM_C700150WA,orf19.7108,A0A1D8PQI4, D-ribulose-5-phosphate 3-epimerase,Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
C7_00140C_A,orf19.7109,CAALFM_C700140CA,orf19.7109,A0A1D8PQI0,,ANK_REP_REGION domain-containing protein
CR_06550C_A,orf19.711,CAALFM_CR06550CA,orf19.711,-,,Uncharacterized protein
C7_00130W_A,orf19.7110,CAALFM_C700130WA,orf19.7110,A0A1D8PQJ6,,tRNA-specific adenosine deaminase
C7_00120W_A,orf19.7111,CAALFM_C700120WA,orf19.7111,-, Putative mitochondrial outer membrane protein membrane fission effector,Mitochondrial fission 1 protein
C7_00070C_A,orf19.7116,CAALFM_C700070CA,orf19.7116,A0A1D8PQH1, Protein of unknown function,Uncharacterized protein
C7_00040C_A,orf19.7121,CAALFM_C700040CA,orf19.7121,A0A1D8PQH3,,Uncharacterized protein
C7_00030W_A,orf19.7123,CAALFM_C700030WA,orf19.7123,A0A1D8PQH8,,Uncharacterized protein
C7_00010C_A,orf19.7125,CAALFM_C700010CA,orf19.7125,A0A1D8PQG9,,Uncharacterized protein (Fragment)
C7_04340C_A,orf19.7127.1,CAALFM_C704340CA,orf19.7127.1,A0A1D8PRL1,,Uncharacterized protein
CR_06530W_A,orf19.713,CAALFM_CR06530WA,orf19.713,-, Protein of unknown function,Uncharacterized protein
C7_04320W_A,orf19.7130,CAALFM_C704320WA,orf19.7130,A0A1D8PRK0,,Uncharacterized protein
C7_04310C_A,orf19.7131,CAALFM_C704310CA,orf19.7131,A0A1D8PRK5,,TauD domain-containing protein
C7_04290W_A,orf19.7139,CAALFM_C704290WA,orf19.7139,A0A1D8PRK3, Protein of unknown function,Uncharacterized protein
CR_06520C_A,orf19.714,CAALFM_CR06520CA,orf19.714,-, Protein of unknown function,Rab family GTPase
C7_04280C_A,orf19.7140,CAALFM_C704280CA,orf19.7140,A0A1D8PRK7, Putative catechol o-methyltransferase,Uncharacterized protein
C7_04260W_A,orf19.7144,CAALFM_C704260WA,orf19.7144,A0A1D8PRL2, Protein of unknown function,Ribosome dissociation factor GTPase
C7_04240C_A,orf19.7149,CAALFM_C704240CA,orf19.7149,A0A1D8PRJ8,,F-box domain-containing protein
CR_06510W_A,orf19.715,CAALFM_CR06510WA,orf19.715,-, Protein of unknown function,Uncharacterized protein
C7_04220W_A,orf19.7151,CAALFM_C704220WA,orf19.7151,-,,#N/D
C7_04210C_A,orf19.7152,CAALFM_C704210CA,orf19.7152,A0A1D8PRJ1, Protein similar to Aspergillus CYSK O-acetylserine sulfhydrylase, suggesting that C. albicans uses an O-acetyl-serine (OAS) pathway of sulfur assimilation,PALP domain-containing protein
C7_04200C_A,orf19.7153,CAALFM_C704200CA,orf19.7153,-, Putative exportin, member of the Exportin-T family,Exportin-T (Exportin(tRNA)) (Karyopherin-beta) (tRNA exportin)
C7_04170W_A,orf19.7157,CAALFM_C704170WA,orf19.7157,A0A1D8PRJ7,,TBCC domain-containing protein
C7_04160W_A,orf19.7158,CAALFM_C704160WA,orf19.7158,A0A1D8PRJ3,,Uncharacterized protein
C7_04150W_A,orf19.7159,CAALFM_C704150WA,orf19.7159,A0A1D8PRI9, Putative protein of unknown function,Uncharacterized protein
CR_06500C_A,orf19.716,CAALFM_CR06500CA,orf19.716,-,,Uncharacterized protein
C7_04140C_A,orf19.7160,CAALFM_C704140CA,orf19.7160,A0A1D8PRI6,,ANK_REP_REGION domain-containing protein
C7_04120W_A,orf19.7163,CAALFM_C704120WA,orf19.7163,A0A1D8PRH9, Protein of unknown function,Uncharacterized protein
C7_04090C_A,orf19.7166,CAALFM_C704090CA,orf19.7166,A0A1D8PRJ0,,AB hydrolase-1 domain-containing protein
C7_04080C_A,orf19.7167,CAALFM_C704080CA,orf19.7167,A0A1D8PRJ4,,Uncharacterized protein
C7_04070C_A,orf19.7170,CAALFM_C704070CA,orf19.7170,A0A1D8PRI8,,Uncharacterized protein
C7_04060W_A,orf19.7173,CAALFM_C704060WA,orf19.7173,A0A1D8PRI3,,Uncharacterized protein
C7_04000W_A,orf19.7181,CAALFM_C704000WA,orf19.7181,A0A1D8PRH7,,Uncharacterized protein
C7_03990C_A,orf19.7182,CAALFM_C703990CA,orf19.7182,A0A1D8PRG9, Protein of unknown function,Putative tRNA acetyltransferase
C7_03980W_A,orf19.7183,CAALFM_C703980WA,orf19.7183,A0A1D8PRI7,,ER membrane protein complex subunit 4
C7_03970C_A,orf19.7184,CAALFM_C703970CA,orf19.7184,A0A1D8PRG6,,Uncharacterized protein
CR_06470W_A,orf19.719,CAALFM_CR06470WA,orf19.719,-,,E3 ubiquitin-protein ligase
C7_03900W_A,orf19.7192,CAALFM_C703900WA,orf19.7192,-,,#N/D
C7_03890C_A,orf19.7193,CAALFM_C703890CA,orf19.7193,A0A1D8PRG7,,B30.2/SPRY domain-containing protein
C7_03880C_A,orf19.7194,CAALFM_C703880CA,orf19.7194,A0A1D8PRH4,,Uncharacterized protein
C7_03860W_A,orf19.7196,CAALFM_C703860WA,orf19.7196,A0A1D8PRH0, Putative vacuolar protease,Proteinase B
C7_03850W_A,orf19.7197,CAALFM_C703850WA,orf19.7197,A0A1D8PRF4, Putative intranuclear transport and DNA replication mediator,Nucleolar complex-associated protein 3
C7_03840W_A,orf19.7198,CAALFM_C703840WA,orf19.7198,A0A1D8PRG1, CCR4-NOT complex component,CCR4-NOT core subunit
C7_03820C_A,orf19.7200,CAALFM_C703820CA,orf19.7200,A0A1D8PRF8,,Uncharacterized protein
C7_03800W_A,orf19.7202,CAALFM_C703800WA,orf19.7202,A0A1D8PRG8, Protein of unknown function,Protein RER1
C7_03780C_A,orf19.7204,CAALFM_C703780CA,orf19.7204,A0A1D8PRG2,,Putative nitronate monooxygenase
C1_14020W_A,orf19.7209,CAALFM_C114020WA,orf19.7209,A0A1D8PFU1,,Uncharacterized protein
CR_06450W_A,orf19.721,CAALFM_CR06450WA,orf19.721,-,,Polynucleotide 5'-hydroxyl-kinase GRC3 (EC 2.7.1.-)
C1_14030W_A,orf19.7210,CAALFM_C114030WA,orf19.7210,A0A1D8PFU2, Protein of unknown function,#N/D
C1_14050C_A,orf19.7213,CAALFM_C114050CA,orf19.7213,A0A1D8PFW0,,#N/D
C1_14060W_A,orf19.7214,CAALFM_C114060WA,orf19.7214,A0A1D8PFV8, Glucan 1,3-beta-glucosidase,#N/D
C1_14080W_A,orf19.7215,CAALFM_C114080WA,orf19.7215,-, Nucleolar protein,#N/D
C1_14090W_A,orf19.7215.3,CAALFM_C114090WA,orf19.7215.3,A0A1D8PFU8, Protein of unknown function,Uncharacterized protein
C1_14160W_A,orf19.7223,CAALFM_C114160WA,orf19.7223,A0A1D8PFW1,,Protein-lysine N-methyltransferase
C1_14170W_A,orf19.7224,CAALFM_C114170WA,orf19.7224,A0A1D8PFW5,,RBR-type E3 ubiquitin transferase (EC 2.3.2.31)
C1_14180W_A,orf19.7225,CAALFM_C114180WA,orf19.7225,A0A1D8PFU9,,#N/D
C1_14190C_A,orf19.7227,CAALFM_C114190CA,orf19.7227,-,,#N/D
C1_14200W_A,orf19.7228,CAALFM_C114200WA,orf19.7228,A0A1D8PFU7, Possible Golgi membrane protein,Uncharacterized protein
C1_14250C_A,orf19.7235,CAALFM_C114250CA,orf19.7235,A0A1D8PFX9,,#N/D
C1_14270W_A,orf19.7237,CAALFM_C114270WA,orf19.7237,-, Protein of unknown function,Kynurenine formamidase (KFA) (KFase) (EC 3.5.1.9) (Arylformamidase) (N-formylkynurenine formamidase) (FKF)
C1_14310W_A,orf19.7243,CAALFM_C114310WA,orf19.7243,A0A1D8PFW6, Deoxycytidine monophosphate (dCMP) deaminase,Deoxycytidine monophosphate deaminase
C1_14320C_A,orf19.7244,CAALFM_C114320CA,orf19.7244,A0A1D8PFV6, Putative fumarylacetoacetate hydrolase,FAA_hydrolase domain-containing protein
C1_14330W_A,orf19.7245,CAALFM_C114330WA,orf19.7245,A0A1D8PFW8,,#N/D
CR_06430W_A,orf19.725,CAALFM_CR06430WA,orf19.725,-,,Uncharacterized protein
C1_14350W_A,orf19.7250,CAALFM_C114350WA,orf19.7250,-,,Type 1 phosphatases regulator YPI2
C1_14370W_A,orf19.7252,CAALFM_C114370WA,orf19.7252,-,,#N/D
C1_14380C_A,orf19.7254,CAALFM_C114380CA,orf19.7254,A0A1D8PFY1,,Uncharacterized protein
C1_14410W_A,orf19.7256,CAALFM_C114410WA,orf19.7256,A0A1D8PFX4, Ortholog of S. cerevisisae/S. pombe Lsm5,RNA-binding protein
C1_14430C_A,orf19.7260,CAALFM_C114430CA,orf19.7260,A0A1D8PFX7, Protein with a predicted NADP-dependent oxidoreductase or aldo-keto reductase domain,#N/D
C1_14450C_A,orf19.7263,CAALFM_C114450CA,orf19.7263,A0A1D8PFY5, Putative X-Pro aminopeptidase,#N/D
C1_14470W_A,orf19.7265,CAALFM_C114470WA,orf19.7265,A0A1D8PFY2,,mRNA splicing protein
C1_14480W_A,orf19.7266,CAALFM_C114480WA,orf19.7266,A0A1D8PFY8,,Uncharacterized protein
C1_14500C_A,orf19.7269,CAALFM_C114500CA,orf19.7269,A0A1D8PFY0, Putative polyamine acetyltransferase,Polyamine acetyltransferase
CR_06380C_A,orf19.727,CAALFM_CR06380CA,orf19.727,-,,Uncharacterized protein
C1_14520W_A,orf19.7270,CAALFM_C114520WA,orf19.7270,A0A1D8PFY4,,#N/D
C1_14530W_A,orf19.7271,CAALFM_C114530WA,orf19.7271,A0A1D8PFY6,,Uncharacterized protein
